Distance (km),Traffic Load (Erlangs),Time (s),BER (Linear),BER (dB)
82.55120078,0.4010814919,15.63156316,0.1593088788,7.977600189
55.24486908,1.767335678,15.64156416,0.06537418488,11.84593713
28.12865527,3.288135277,15.65156516,1.00E-08,80
2.889530165,0.7280752299,15.66156616,1.00E-08,80
85.54216588,1.053774068,15.67156716,1,0
94.57719758,2.630811568,15.68156816,1,0
94.56229513,0.9455957434,15.69156916,1,0
95.30493169,2.167413786,15.70157016,1,0
22.32044265,3.557046727,15.71157116,0.005670864577,22.46350724
26.17630622,1.025434446,15.72157216,1.00E-08,80
73.69596396,0.8144892983,15.73157316,0.03129650559,15.04504151
33.30129359,1.903725073,15.74157416,1.00E-08,80
44.03983742,1.127671836,15.75157516,0.05128558224,12.9000471
6.570446406,3.873871675,15.76157616,1.00E-08,80
77.82407233,3.153093696,15.77157716,1,0
71.83300565,2.851096822,15.78157816,1,0
92.68285303,3.79323775,15.79157916,1,0
73.5766897,2.625440752,15.80158016,1,0
22.18544898,3.616694529,15.81158116,0.03788953944,14.21480674
8.466648752,1.310574604,15.82158216,1.00E-08,80
87.90891459,1.389782766,15.83158316,1,0
9.36866197,1.560824526,15.84158416,1.00E-08,80
24.96801089,3.065650999,15.85158516,0.1110362954,9.545350363
3.165957862,0.4055751334,15.86158616,1.00E-08,80
19.37019427,1.801600713,15.87158716,1.00E-08,80
76.58590695,3.624121096,15.88158816,1,0
57.0997208,0.9550715065,15.89158916,1.00E-08,80
48.26176082,3.254278955,15.90159016,0.1272823777,8.952317204
1.718761305,1.070851754,15.91159116,1.00E-08,80
52.85097112,0.1826984774,15.92159216,1.00E-08,80
3.915924455,0.2757323445,15.93159316,1.00E-08,80
66.64359563,3.624233149,15.94159416,1,0
68.22879885,3.852580746,15.95159516,1,0
73.36728652,1.074442667,15.96159616,0.1427978206,8.452784206
57.74533638,2.64952841,15.97159716,0.3339676813,4.762955586
93.93021819,2.358524089,15.98159816,1,0
89.00901313,2.978164671,15.99159916,1,0
14.05842484,1.628413353,16.00160016,1.00E-08,80
81.53549161,3.613946131,16.01160116,1,0
80.52328459,3.127696931,16.02160216,1,0
31.4480591,2.630569511,16.03160316,0.0606376605,12.17257563
38.84529709,1.122450061,16.04160416,0.03577778548,14.46386544
0.2835374654,1.996455407,16.05160516,1.00E-08,80
14.90645498,2.8156344,16.06160616,1.00E-08,80
17.14331518,1.401766899,16.07160716,1.00E-08,80
66.28738365,1.228796076,16.08160816,0.1271229962,8.957758796
55.04332325,1.71741239,16.09160916,1.00E-08,80
11.93719135,0.3185949878,16.10161016,1.00E-08,80
49.08403162,1.104524221,16.11161116,1.00E-08,80
16.31017929,2.871504252,16.12161216,1.00E-08,80
98.90906103,3.991768055,16.13161316,1,0
41.38070802,3.3078599,16.14161416,0.101057381,9.954319612
37.42016212,0.4099911605,16.15161516,1.00E-08,80
65.83626603,2.749964466,16.16161616,1,0
24.74718143,2.599716749,16.17161716,0.05456924901,12.63052023
13.5203151,0.1400653062,16.18161816,1.00E-08,80
84.87115112,3.504154138,16.19161916,1,0
41.31807554,1.01990473,16.20162016,0.005074637872,22.94594944
77.26592033,2.432691582,16.21162116,1,0
22.12386646,1.047752539,16.22162216,1.00E-08,80
86.20142573,1.194881421,16.23162316,1,0
43.87154568,2.22728443,16.24162416,0.1435202335,8.430868676
71.58066792,2.972099621,16.25162516,1,0
27.52239023,3.248312915,16.26162616,0.03807158722,14.19399017
9.562913761,1.587930322,16.27162716,1.00E-08,80
15.2168148,1.111045888,16.28162816,1.00E-08,80
2.059374599,2.485253019,16.29162916,1.00E-08,80
69.57204794,2.233563306,16.30163016,1,0
8.53945645,3.126557695,16.31163116,1.00E-08,80
46.12697639,2.641844457,16.32163216,0.1769207973,7.52221112
51.20385769,1.728489857,16.33163316,0.1608051917,7.936999339
12.2491387,3.271980391,16.34163416,1.00E-08,80
63.14437531,3.76505737,16.35163516,1,0
48.29943185,0.2886733641,16.36163616,1.00E-08,80
61.40112464,2.723032267,16.37163716,0.1034610249,9.852232237
99.25631042,0.7407666719,16.38163816,1,0
49.35544067,1.290570912,16.39163916,0.001687283876,27.72811844
68.78081494,0.3870304387,16.40164016,1.00E-08,80
82.87217987,0.397477489,16.41164116,0.1957891748,7.082113239
7.021385175,0.3817766023,16.42164216,1.00E-08,80
50.31038207,3.332544718,16.43164316,0.2693823173,5.696309155
64.35405508,2.845841057,16.44164416,1,0
98.20483828,1.355704864,16.45164516,1,0
6.497903333,2.789395931,16.46164616,1.00E-08,80
2.416776562,3.157975508,16.47164716,1.00E-08,80
52.54625744,3.056738829,16.48164816,0.07405545393,11.30442952
76.23486296,1.869479216,16.49164916,1,0
17.34494697,2.428905521,16.50165017,1.00E-08,80
7.334363113,3.631145417,16.51165117,0.01060589606,19.74452633
56.70206881,1.863639679,16.52165217,0.05902778783,12.28943492
36.31640772,3.929023391,16.53165317,0.1221105108,9.13246952
5.820414203,1.132186277,16.54165417,1.00E-08,80
1.924850359,0.1614006733,16.55165517,1.00E-08,80
38.21981134,2.566209951,16.56165617,0.05079016372,12.94220387
49.19160458,1.580922589,16.57165717,0.006188862087,22.08389195
22.85448445,2.642405768,16.58165817,1.00E-08,80
21.40936707,0.6262864961,16.59165917,1.00E-08,80
28.71009339,1.169651153,16.60166017,1.00E-08,80
82.35250121,1.499737637,16.61166117,1,0
59.8304507,3.511419326,16.62166217,1,0
14.35162161,3.041920118,16.63166317,1.00E-08,80
90.54648973,0.5136208129,16.64166417,0.0707591831,11.5021719
34.4004084,3.454345501,16.65166517,0.03809746109,14.19103966
22.13742819,1.977788264,16.66166617,1.00E-08,80
77.1170517,0.7073076249,16.67166717,0.0572604093,12.42145552
59.88048023,2.101868469,16.68166817,0.00213767653,26.70058011
44.68662038,3.469958802,16.69166917,0.2344403329,6.299676706
94.27414071,1.866782903,16.70167017,1,0
76.51530962,3.370883493,16.71167117,1,0
54.34755177,3.84691355,16.72167217,0.2830956004,5.480668799
76.09676367,2.990568893,16.73167317,1,0
30.96946914,2.295453522,16.74167417,0.05638720628,12.48819422
67.3173818,1.423637814,16.75167517,0.07353173022,11.33525215
42.73316663,1.660619569,16.76167617,1.00E-08,80
65.56905742,2.434119002,16.77167717,0.06596149016,11.80709542
75.75034594,1.156058587,16.78167817,0.2132853066,6.710390624
32.67795861,2.579138724,16.79167917,0.08118170511,10.90541831
79.26883943,2.510424403,16.80168017,1,0
18.26592848,0.5948266565,16.81168117,1.00E-08,80
76.39091862,2.421572143,16.82168217,1,0
91.65474151,1.355141771,16.83168317,1,0
47.12399635,2.631828085,16.84168417,0.020339585,16.91657913
56.10067772,3.414936187,16.85168517,0.001818681578,27.40243332
22.50855792,0.8969714752,16.86168617,1.00E-08,80
57.67870975,1.303003549,16.87168717,0.03153676416,15.0118287
85.62186849,1.085852648,16.88168817,1,0
20.13852988,2.313541571,16.89168917,1.00E-08,80
87.90235588,1.583828428,16.90169017,1,0
98.54253927,2.048114064,16.91169117,1,0
24.91500078,1.405786445,16.92169217,1.00E-08,80
7.587644481,0.6704670216,16.93169317,1.00E-08,80
15.05659421,3.365674979,16.94169417,0.01276722294,18.93903558
10.34117111,3.52876213,16.95169517,1.00E-08,80
50.81788411,3.281115232,16.96169617,0.2018070979,6.950635629
27.4178049,3.440848391,16.97169717,0.04202525132,13.76489681
47.43504459,3.713903623,16.98169817,0.2469301925,6.07425805
71.33963235,2.014782316,16.99169917,1,0
15.51380922,0.9326952182,17.00170017,1.00E-08,80
30.32309163,0.6560475744,17.01170117,1.00E-08,80
11.25870853,0.685494225,17.02170217,1.00E-08,80
47.49015384,1.365271269,17.03170317,0.05409100191,12.66874974
89.95725995,0.2907906681,17.04170417,0.1106903406,9.558902763
76.22453837,0.381113285,17.05170517,1.00E-08,80
33.33972941,0.4516145549,17.06170617,1.00E-08,80
14.61908282,3.658590849,17.07170717,1.00E-08,80
39.17834057,0.3009443464,17.08170817,1.00E-08,80
85.56001738,2.127882973,17.09170917,1,0
58.99483813,3.100010679,17.10171017,0.2081187004,6.816888947
23.46000332,2.188298643,17.11171117,1.00E-08,80
35.280854,1.502035793,17.12171217,3.63E-05,44.404225
82.6029214,0.7926515274,17.13171317,0.212080704,6.734988437
13.71715259,1.35892806,17.14171417,1.00E-08,80
97.67703933,1.266218127,17.15171517,1,0
52.97808278,0.170751159,17.16171617,1.00E-08,80
17.86866713,3.104761873,17.17171717,1.00E-08,80
27.69664057,0.3750802673,17.18171817,1.00E-08,80
62.91112131,2.627955559,17.19171917,0.2580940753,5.882219649
43.02645119,3.290658924,17.20172017,0.1174585461,9.301153793
90.98643966,1.497714071,17.21172117,1,0
71.7052249,1.911070623,17.22172217,1,0
83.97688373,2.912066435,17.23172317,1,0
62.76757382,3.412795061,17.24172417,1,0
17.6204737,2.273655762,17.25172517,1.00E-08,80
12.96793038,1.602100703,17.26172617,1.00E-08,80
85.25548065,2.513598372,17.27172717,1,0
26.40314001,3.794199666,17.28172817,1.00E-08,80
85.26397147,3.272837957,17.29172917,1,0
94.59003277,1.554004375,17.30173017,1,0
42.85777996,0.5696488648,17.31173117,1.00E-08,80
46.42916602,2.304250925,17.32173217,0.1070773364,9.703024405
75.75034739,0.295945361,17.33173317,0.006462090603,21.89626957
74.26216765,2.329367981,17.34173417,1,0
87.96616164,2.664849258,17.35173517,1,0
73.63660715,1.487117234,17.36173617,0.2392220606,6.211987731
59.46957056,3.605859465,17.37173717,1,0
15.8587713,1.14760834,17.38173817,1.00E-08,80
7.42046728,0.3787582227,17.39173917,1.00E-08,80
47.894498,3.425301521,17.40174017,1.00E-08,80
40.82235121,2.744540391,17.41174117,0.1634443238,7.866301573
66.63421736,3.0271901,17.42174217,1,0
87.20169774,0.3624232823,17.43174317,0.1489065192,8.270862881
65.03897493,0.285727974,17.44174417,1.00E-08,80
32.66764906,1.705593297,17.45174517,0.07381752382,11.31840527
61.47683159,3.565882089,17.46174617,1,0
9.259411465,0.2947328126,17.47174717,1.00E-08,80
6.087289582,1.917231799,17.48174817,1.00E-08,80
7.694991648,2.72375377,17.49174917,1.00E-08,80
7.218704078,2.989136927,17.50175018,1.00E-08,80
63.88754705,1.49118311,17.51175118,0.2534218336,5.961559712
59.44628423,0.9911107868,17.52175218,0.106218074,9.738015777
6.057781887,2.293641583,17.53175318,1.00E-08,80
14.8563681,2.384295657,17.54175418,1.00E-08,80
66.56868363,1.149353063,17.55175518,0.08265197872,10.82746745
83.77247485,2.720311387,17.56175618,1,0
4.005458551,3.97576194,17.57175718,0.01230499337,19.09918616
35.60245647,3.479253091,17.58175818,1.00E-08,80
44.54033875,2.978365448,17.59175918,0.206334,6.854292025
47.75701247,2.558148601,17.60176018,1.00E-08,80
53.66669155,2.059986055,17.61176118,0.08061589919,10.93579298
23.05668985,0.1311230349,17.62176218,1.00E-08,80
13.91713262,3.197941486,17.63176318,1.00E-08,80
90.81778548,1.818502047,17.64176418,1,0
50.66634293,2.677500424,17.65176518,1.00E-08,80
27.10524419,1.423092303,17.66176618,1.00E-08,80
48.43264068,1.993382893,17.67176718,0.07021826369,11.53549914
24.65338602,3.800595763,17.68176818,0.007284745459,21.37585619
95.65130722,3.374069324,17.69176918,1,0
43.03369891,2.63189253,17.70177018,0.01086392834,19.64013108
93.8349693,1.982482289,17.71177118,1,0
59.54737517,2.218214635,17.72177218,0.2697009865,5.69117465
19.59491055,1.732740022,17.73177318,1.00E-08,80
95.58257658,1.599448985,17.74177418,1,0
33.39377523,3.327115202,17.75177518,0.09552249422,10.19894346
79.62108612,1.051457117,17.76177618,0.2838982204,5.468373298
50.08244743,3.312789841,17.77177718,0.2615312828,5.824763559
71.34995929,0.1965341891,17.78177818,1.00E-08,80
87.01850447,2.705020819,17.79177918,1,0
44.73338541,0.5337291139,17.80178018,1.00E-08,80
6.219245982,0.4781436189,17.81178118,1.00E-08,80
16.62205683,3.351747734,17.82178218,1.00E-08,80
90.10379978,1.507728162,17.83178318,1,0
74.79441554,1.167767975,17.84178418,0.2762942326,5.586281806
51.25126317,1.79792705,17.85178518,0.06275584095,12.02345846
88.54942116,2.345431548,17.86178618,1,0
4.373310864,2.595998419,17.87178718,1.00E-08,80
20.95865401,1.190454303,17.88178818,1.00E-08,80
25.84070526,0.1125073675,17.89178918,1.00E-08,80
48.12202298,1.838265484,17.90179018,0.05395536364,12.67965376
7.3839849,1.101369359,17.91179118,1.00E-08,80
52.37293852,1.972839275,17.92179218,0.1743997583,7.584541212
22.33136161,0.7270101206,17.93179318,1.00E-08,80
83.09837238,0.1022500981,17.94179418,1.00E-08,80
30.05586642,0.8084297674,17.95179518,1.00E-08,80
98.17638289,2.721072473,17.96179618,1,0
32.31108827,2.811249232,17.97179718,1.00E-08,80
83.56591944,1.695459946,17.98179818,1,0
33.84518778,0.1980281823,17.99179918,1.00E-08,80
6.014678178,2.60857296,18.00180018,1.00E-08,80
30.60754877,2.82627691,18.01180118,1.00E-08,80
28.05650275,1.914225413,18.02180218,0.001384740498,28.58631606
44.38073923,1.090127198,18.03180318,0.02925814201,15.33753256
82.18359767,1.333347407,18.04180418,1,0
0.9682618235,1.969954693,18.05180518,1.00E-08,80
47.82748136,1.183046345,18.06180618,0.09060702292,10.42838139
13.10331001,3.448958705,18.07180718,0.06399067131,11.93883334
89.51277922,2.002784919,18.08180818,1,0
49.01269394,1.412509412,18.09180918,0.1276680517,8.939177691
71.22021903,1.731941386,18.10181018,0.2055887891,6.870005714
86.98485906,3.782865051,18.11181118,1,0
93.61697781,3.050319691,18.12181218,1,0
15.08518256,0.2938857623,18.13181318,1.00E-08,80
84.46898588,1.307900539,18.14181418,1,0
79.88251617,1.646120157,18.15181518,1,0
98.39641268,2.423115744,18.16181618,1,0
51.94809131,3.27125365,18.17181718,0.3028611771,5.18756394
31.51275254,3.737616768,18.18181818,0.1329545426,8.762968196
22.04877216,0.4318286429,18.19181918,1.00E-08,80
46.79216223,2.965810582,18.20182018,0.05989887244,12.22581353
95.83555862,3.271705589,18.21182118,1,0
79.59715733,0.4809262495,18.22182218,0.04709320672,13.27041736
53.6421169,1.006483493,18.23182318,1.00E-08,80
1.564940785,2.541759096,18.24182418,1.00E-08,80
12.03951689,2.477030884,18.25182518,0.004091389376,23.88129187
34.42882578,3.705303867,18.26182618,0.09276026888,10.32638001
0.9253083022,2.333272562,18.27182718,1.00E-08,80
96.31638856,1.23676436,18.28182818,1,0
52.58959515,3.984222853,18.29182918,0.1913081091,7.18266621
27.11723192,3.9522722,18.30183018,0.09577077162,10.18767013
12.88548959,1.575831151,18.31183118,1.00E-08,80
46.9348307,1.145612214,18.32183218,0.002705559914,25.67742844
28.48086233,3.501308759,18.33183318,0.1144123362,9.415271464
6.631301569,2.53308399,18.34183418,1.00E-08,80
92.25863632,3.668322415,18.35183518,1,0
81.62371256,2.583634804,18.36183618,1,0
66.52466235,1.398675008,18.37183718,0.2397368661,6.202651762
33.63208313,0.5703724307,18.38183818,1.00E-08,80
71.01599833,2.004053222,18.39183918,1,0
79.13644564,0.2743597343,18.40184018,0.04070017539,13.90403719
65.43795333,3.822325581,18.41184118,1,0
99.71190271,3.3156117,18.42184218,1,0
50.52363972,3.170502312,18.43184318,0.2819256473,5.498654138
27.86370188,0.3842177612,18.44184418,1.00E-08,80
41.58338556,3.623387904,18.45184518,0.1297672128,8.868350232
88.74669131,3.852022248,18.46184618,1,0
15.90291014,3.417020114,18.47184718,0.002904295805,25.36959152
3.362956833,3.973573842,18.48184818,1.00E-08,80
55.75936611,3.321945756,18.49184918,0.2451896049,6.104979462
2.667882061,1.785809159,18.50185019,1.00E-08,80
88.69513327,0.7581569916,18.51185119,0.05057993314,12.96021749
44.72967245,2.352859642,18.52185219,0.1189485255,9.246409372
35.40191234,2.349382807,18.53185319,0.001721218838,27.6416391
18.24856622,2.284662029,18.54185419,0.01774847401,17.50838981
99.22084237,1.750216818,18.55185519,1,0
50.26630565,2.272982383,18.56185619,0.1875920726,7.267855183
65.86652097,3.456528119,18.57185719,1,0
41.62038883,1.705799445,18.58185819,0.01739395671,17.59601615
36.07250547,3.483683179,18.59185919,0.09659086209,10.15063958
75.65644869,3.328628594,18.60186019,1,0
20.40750336,0.4063940876,18.61186119,1.00E-08,80
38.54616726,2.711114164,18.62186219,0.1815284403,7.410553237
92.38488838,1.696985587,18.63186319,1,0
25.44635445,0.4617050305,18.64186419,1.00E-08,80
86.66367375,0.1612424858,18.65186519,1.00E-08,80
17.49416423,1.102034572,18.66186619,1.00E-08,80
13.50784429,2.834773107,18.67186719,1.00E-08,80
75.19414994,0.5653766743,18.68186819,0.2367856642,6.256445948
20.58262887,3.630910638,18.69186919,1.00E-08,80
52.80898995,1.267568404,18.70187019,0.1619835117,7.9052919
87.20882737,2.099975301,18.71187119,1,0
81.60236368,3.78967845,18.72187219,1,0
36.28505969,0.111269176,18.73187319,1.00E-08,80
31.178783,2.958612005,18.74187419,1.00E-08,80
48.28910754,0.749969334,18.75187519,0.0678712263,11.68314304
63.99620643,2.533454329,18.76187619,0.2132028213,6.712070526
83.3238086,1.556717296,18.77187719,1,0
14.43669015,3.374781713,18.78187819,1.00E-08,80
23.68453764,2.122296205,18.79187919,0.005324287206,22.73738526
90.10241402,3.589711378,18.80188019,1,0
84.744926,3.726359933,18.81188119,1,0
5.656492842,1.132769785,18.82188219,1.00E-08,80
12.5420667,3.210537222,18.83188319,1.00E-08,80
91.93682713,0.2552450082,18.84188419,0.1067636501,9.715765868
8.828637348,0.8755160802,18.85188519,1.00E-08,80
71.92084673,0.5141473268,18.86188619,0.1067792159,9.715132724
98.70304891,2.839462198,18.87188719,1,0
94.62047374,2.002498656,18.88188819,1,0
43.03119913,1.296377344,18.89188919,0.01916440358,17.17504692
32.07441401,2.328036801,18.90189019,0.003992703568,23.98732932
86.59089626,1.934584025,18.91189119,1,0
43.91824742,3.003762778,18.92189219,1.00E-08,80
81.68278061,3.485065554,18.93189319,1,0
50.35506543,2.57201566,18.94189419,0.122743048,9.110030965
86.1129958,2.707126785,18.95189519,1,0
28.5220167,2.926431181,18.96189619,1.00E-08,80
52.53478723,1.714518486,18.97189719,0.1653644321,7.815578962
52.66333213,0.7315241901,18.98189819,0.04857406812,13.13595522
39.48649705,0.7203458915,18.99189919,1.00E-08,80
11.05150305,2.416910652,19.00190019,1.00E-08,80
76.67111589,2.467245218,19.01190119,1,0
89.34413865,1.09479991,19.02190219,1,0
7.390162552,3.664598101,19.03190319,1.00E-08,80
26.69876381,1.854581226,19.04190419,1.00E-08,80
99.22471146,2.04614425,19.05190519,1,0
33.22031185,0.7337474607,19.06190619,1.00E-08,80
82.73289399,1.184340724,19.07190719,1,0
52.82983965,2.689451748,19.08190819,0.2839684463,5.467299147
19.48500819,2.292447855,19.09190919,1.00E-08,80
79.24936352,0.4391924031,19.10191019,0.1803045719,7.439932609
66.24370679,3.743372629,19.11191119,1,0
93.70554016,1.770057185,19.12191219,1,0
76.16590446,3.590419412,19.13191319,1,0
90.34215897,1.689216978,19.14191419,1,0
10.69209298,0.6967977307,19.15191519,1.00E-08,80
61.33045825,1.817318306,19.16191619,0.1118066642,9.515323096
69.15073069,0.698958647,19.17191719,0.002025549148,26.93457215
73.27898986,1.370989337,19.18191819,0.2319428981,6.346189208
4.623771991,1.000861031,19.19191919,1.00E-08,80
36.43002757,1.98078566,19.20192019,1.00E-08,80
68.17545939,0.7645628927,19.21192119,0.03773625438,14.23241209
64.14366752,3.378525705,19.22192219,1,0
92.11806601,3.932480679,19.23192319,1,0
23.20730022,2.047223842,19.24192419,0.06025687473,12.19993397
98.61756846,0.6093971372,19.25192519,1,0
89.86727974,0.7650814706,19.26192619,0.286207086,5.43319618
20.42548892,0.9111252504,19.27192719,1.00E-08,80
43.54920171,1.789988774,19.28192819,0.04170893895,13.79770858
54.67432442,1.449778373,19.29192919,0.04257454841,13.7084995
8.991419296,2.034856996,19.30193019,1.00E-08,80
5.992969287,1.968288839,19.31193119,1.00E-08,80
90.57958335,2.869571607,19.32193219,1,0
23.48555617,2.526437959,19.33193319,0.004919634582,23.08067154
20.34066524,2.006784868,19.34193419,0.01833037347,17.36828687
35.80786072,0.4395342979,19.35193519,1.00E-08,80
7.697793724,0.8475575997,19.36193619,1.00E-08,80
68.80578737,0.3397486347,19.37193719,0.02999909579,15.22891835
11.05996314,0.5199359324,19.38193819,1.00E-08,80
62.48337152,3.205000624,19.39193919,1,0
18.18351001,2.720648347,19.40194019,1.00E-08,80
65.60651577,3.787632303,19.41194119,1,0
16.69114953,2.993880712,19.42194219,0.001887780442,27.24048518
55.9884333,0.462885017,19.43194319,0.002583979529,25.87710931
5.323432531,2.171169308,19.44194419,1.00E-08,80
80.14100232,2.420099571,19.45194519,1,0
60.82302221,1.325054299,19.46194619,0.1737590772,7.600524985
26.14507702,1.451218154,19.47194719,1.00E-08,80
53.41573477,2.953572013,19.48194819,0.2656510005,5.75688544
76.74652785,3.885060211,19.49194919,1,0
66.66521431,1.498736965,19.5019502,1.00E-08,80
22.18225702,0.5107400584,19.5119512,1.00E-08,80
8.095781637,0.5334924699,19.5219522,1.00E-08,80
83.70468714,1.422016304,19.5319532,1,0
89.27315292,1.803799738,19.5419542,1,0
36.28806103,3.477431388,19.5519552,0.06511370313,11.86327605
27.34910817,3.313489305,19.5619562,0.1026418394,9.88675574
91.07533852,2.442954482,19.5719572,1,0
90.69638083,0.662302448,19.5819582,0.330635916,4.806499721
74.79004571,1.400000473,19.5919592,0.300776703,5.217558056
95.89924181,0.8872588774,19.6019602,1,0
45.29081128,2.381230655,19.6119612,0.19698332,7.055705472
45.78171315,3.156188232,19.6219622,0.2970679041,5.271442678
46.39454907,1.715286,19.6319632,0.05344034535,12.72130744
1.812088525,0.5207348569,19.6419642,1.00E-08,80
97.33849733,2.604842945,19.6519652,1,0
55.74405744,3.661784955,19.6619662,0.2745110577,5.614401568
23.07986385,3.057328362,19.6719672,0.002793957204,25.5378025
63.63500868,3.773483124,19.6819682,1,0
59.36879758,0.1548391245,19.6919692,1.00E-08,80
51.68031174,0.7711465856,19.7019702,0.003077922189,25.11742363
2.18343439,3.235300431,19.7119712,1.00E-08,80
15.03021488,0.9960341529,19.7219722,1.00E-08,80
12.55214356,1.497626963,19.7319732,1.00E-08,80
35.83789974,2.339778547,19.7419742,1.00E-08,80
0.1787476318,0.3492332055,19.7519752,1.00E-08,80
76.26305493,0.5213112953,19.7619762,0.132634747,8.773426867
98.24210385,3.754409839,19.7719772,1,0
98.32335741,1.257268187,19.7819782,1,0
44.26366717,3.511311272,19.7919792,0.2518788201,5.988083498
56.29893713,3.136048282,19.8019802,0.2833984894,5.476024689
67.55470926,1.441927159,19.8119812,0.2342069543,6.304002135
1.859148068,0.4779033036,19.8219822,1.00E-08,80
80.84270827,1.914053387,19.8319832,1,0
0.1148453618,3.241128312,19.8419842,1.00E-08,80
48.7333797,1.088421929,19.8519852,0.05021585099,12.99159173
22.85330051,0.6529488823,19.8619862,1.00E-08,80
84.58450329,0.6711650101,19.8719872,1.00E-08,80
53.08993561,2.766230093,19.8819882,0.3649416409,4.377765795
50.1449138,1.818841181,19.8919892,0.1443959487,8.404449914
17.71269639,1.831143395,19.9019902,1.00E-08,80
49.82024311,0.3831180134,19.9119912,0.0005562057978,32.54764488
52.4308826,2.092675838,19.9219922,0.1444825688,8.401845455
49.16488409,2.778555976,19.9319932,0.1230769958,9.09823113
77.71277235,1.845520031,19.9419942,1,0
28.19590906,1.849488546,19.9519952,0.01200119159,19.20775631
35.21515648,2.852792856,19.9619962,0.1461224742,8.352829827
92.50291517,3.951127443,19.9719972,1,0
1.704424672,2.684165149,19.9819982,8.44E-05,40.73732314
80.11315914,0.4749621742,19.9919992,0.05242950444,12.80424247
97.36893769,0.7626711458,20.0020002,1,0
66.60630878,1.493479214,20.0120012,0.1355362122,8.679446558
31.26963165,3.272572307,20.0220022,0.09994257863,10.00249449
23.57181888,1.710475035,20.0320032,0.002952584939,25.297976
30.21836075,3.287779653,20.0420042,0.02916722966,15.35104819
67.91072819,1.638335536,20.0520052,0.24852121,6.046365406
62.56870826,1.457915757,20.0620062,0.2826614013,5.487334924
18.26183125,1.820477325,20.0720072,0.0002270818461,36.43817584
41.43155634,2.16691575,20.0820082,0.1561643222,8.064181795
8.182048866,2.091955894,20.0920092,0.00028901568,35.39078595
95.66328655,3.122787227,20.1020102,1,0
9.675635032,2.869009243,20.1120112,0.0005263175232,32.7875217
77.7339114,1.815766052,20.1220122,1,0
47.86753435,0.6400050149,20.1320132,0.02367495945,16.25710756
30.81640036,3.248738064,20.1420142,0.001767559169,27.52626039
56.16736685,0.8484893066,20.1520152,0.07919141223,11.01321912
80.54661127,3.343755459,20.1620162,1,0
93.29216218,2.960884185,20.1720172,1,0
5.370814079,2.307559772,20.1820182,0.0005715154708,32.42972009
58.23239883,3.870468879,20.1920192,1,0
4.816745744,3.666176855,20.2020202,0.001408729448,28.51172407
42.66199137,1.962865515,20.2120212,0.07268268042,11.38569065
98.63041985,0.3158445739,20.2220222,0.03685140438,14.33545957
47.86276012,3.993120341,20.2320232,0.2499757912,6.021020483
14.16724124,1.958468676,20.2420242,0.0007797339474,31.08053557
29.04915896,0.6301425752,20.2520252,0.001224100021,29.12183094
97.02032556,0.6275095918,20.2620262,1,0
5.47969523,2.733111715,20.2720272,0.0008535847727,30.68753341
56.08260473,3.108568541,20.2820282,0.2490584956,6.036986396
36.5232614,2.101386843,20.2920292,0.00126378829,28.98325673
28.07103856,3.187729817,20.3020302,0.09555701011,10.19737447
60.37640315,0.4966183402,20.3120312,0.03163279009,14.99862501
98.36991106,0.9863478356,20.3220322,1,0
77.02991373,2.857481711,20.3320332,1,0
58.53287181,1.707464713,20.3420342,0.1839804529,7.352283164
75.37129625,0.7127130233,20.3520352,0.0962685002,10.16515794
1.794018098,3.77496665,20.3620362,0.00119957368,29.20973072
82.73809501,1.024778254,20.3720372,0.305072141,5.1559745
59.96395799,2.287431574,20.3820382,0.3516254102,4.539197482
60.72519546,2.601226495,20.3920392,0.2198169426,6.579388369
40.39381618,3.972956203,20.4020402,0.1956463383,7.08528276
75.5855497,3.824550046,20.4120412,1,0
62.57786788,0.7899775444,20.4220422,0.001475998752,28.3091401
21.44754235,3.208681197,20.4320432,0.001361399715,28.66014345
38.89207352,2.479425512,20.4420442,0.04380633268,13.58463103
76.99162625,1.906913651,20.4520452,1,0
66.05420162,1.553695086,20.4620462,0.1220845384,9.133393347
99.88084948,1.217728022,20.4720472,1,0
41.71235587,1.793286507,20.4820482,0.001598202169,27.96368284
98.54030192,3.358845421,20.4920492,1,0
3.522152139,3.999598836,20.50205021,0.001633238672,27.86950345
93.00338064,0.3904857078,20.51205121,0.2666780502,5.740127288
44.92350898,1.784245236,20.52205221,0.002640469776,25.78318799
19.08043696,3.725041953,20.53205321,0.04196397669,13.77123363
11.09232694,1.227399072,20.54205421,0.001696565715,27.70429314
63.77396923,3.748953638,20.55205521,1,0
72.83283711,0.4896900154,20.56205621,0.1760526797,7.543573602
55.35997417,0.1719321105,20.57205721,0.001787512093,27.47751012
52.06067865,1.692068095,20.58205821,0.1004834007,9.979056753
27.66617894,3.753968588,20.59205921,0.09516389636,10.21527785
49.17946368,1.121387854,20.60206021,0.01285151065,18.9104582
41.16654841,3.944416255,20.61206121,0.1513255433,8.200877583
41.93202047,2.241535965,20.62206221,0.1943689197,7.113731791
92.60552693,1.544348281,20.63206321,1,0
40.37288287,2.903226239,20.64206421,0.002343239958,26.30183235
2.836387371,3.715801309,20.65206521,0.01247730619,19.03879167
35.57634734,2.53046294,20.66206621,0.08015186371,10.96086375
28.83682338,0.940359431,20.67206721,0.0186105114,17.30241693
82.20373558,1.100884214,20.68206821,0.2525194162,5.977052234
92.94212052,1.760418261,20.69206921,1,0
